PINNED:How to access 32 bit version,FRIENDLУ,26,"The 32 bit version is currently under the \""betas\"" tab. You can access it by right clicking on \""Hello Neighbor\"" in your Steam library -> Properties -> Betas -> 32 bit. Select it, install, and enjoy.",https://steamcommunity.com/app/521890/discussions/0/1500126447396066289/
PINNED:Game won't start,k1mon,0,"[b]For players with 10th Gen Intel CPUs or newer (11, 12, 13, etc.):[\/b]\n[olist]\n    [*]Open the System menu in Settings with \u229e Win+Pause\n    [*]Select Advanced system settings\n    [*]In the new System properties window, select the Advanced tab and click the Environment Variables button\n    [*]In the System variables section, click the New button and enter these values:\nVariable name: OPENSSL_ia32cap\nVariable value: :~0x20000000\n    [*]Reboot or sign out\/sign in.\n[\/olist]\n\n[b]For all other CPUs or if the above didn't work:[\/b]\n\nPlease try disconnecting your internet or blocking the game's internet access through your firewall, and the game should launch normally.\n\nTo do the second:\n[olist]\n    [*]Select the Start menu, type Allow an app through Windows Firewall, and from the list of results, scroll down to Hello Neighbor\n    [*]Select Change settings. You might be asked for an administrator password or to confirm your choice\n    [*]To remove an app, clear the check box next to the app, and then select OK\n    [*]Start the game and press Cancel when prompted by Windows to add it to the Firewall exceptions\n[\/olist]\n\nThis should also work with and without mods, so if you are playing with mods, please make sure the ones you want to use are subscribed to\/downloaded before you can disconnect your internet connection.\n\n[b]If nothing of the above resolves the crash on launch for you[\/b], please refer to the rest of our [url=https:\/\/tinybuildgames.zendesk.com\/hc\/en-us\/categories\/5763416387988-Troubleshooting] Troubleshooting articles [\/url], or contact our [url=https:\/\/tinybuildgames.zendesk.com\/hc\/en-us\/requests\/new] Player Support [\/url].",https://steamcommunity.com/app/521890/discussions/0/3600094457161827732/
PINNED:Can't push a Neighbor,Cutecutecute,2,"In order to get the push ability, you have to complete the Fear School. You can find more information on that [url=helloneighbor.gamepedia.com\/Fear_School]here[\/url].",https://steamcommunity.com/app/521890/discussions/0/3117021444515225434/
PINNED:[TUTORIAL] How to adjust resolution,theanti                     EZEZ,96,"You might find yourself playing at a forced resolution.\n\nCreate a shortcut of \""HelloNeighbour.exe\""\nRight click it\nProperties tab\nTarget\nIn addition to the existing text, add the following:   \n-ResX=[b]yourxresolution[\/b] -ResY=[b]youryresolution[\/b] -FullscreenMode=1 -Fullscreen",https://steamcommunity.com/app/521890/discussions/0/340412122410586669/
how to finish error world,garry,3,to finish  error world\n1. don't touch you're keyborad\/mouse for 600 seconds {10 min}\n2. a green box will appear\n3. type inAI_errorDumping=0\n\nList of stuff you need to type in the console\n\npart1 line31\n\nAI_Server>Update_PrepareDataToArchive\n\n\n\npart2 line11\n\nUPD[ FunctionSet(SPT[HNB])\n\n\n\npart2 line35\n\nMainFrameDelta=restart>NeuralNetworkDataRecycle\n\n\n\npart3 line8\n\nResetIndex:\n\n\n\npart3 line38\n\nMainPathData>Recompile,https://steamcommunity.com/app/521890/discussions/0/3418810706129010426/
Game wont work,butterworth2012,0,so i payed like 15$ for this game and it wont even work tinybuild can i have a refund or please fix the problem.,https://steamcommunity.com/app/521890/discussions/0/4039229863733803095/
Modding Maps Help,gavintalley215,0,"Ok, so I can't run Hello Neighbor with Wi-Fi or else it will crash. But in the process of turning off my Wi-Fi, no mods pop up in the 'Modding' tab in the Main Menu. Anyone know how to bypass this?",https://steamcommunity.com/app/521890/discussions/0/4039229863731887754/
"люди, скажите что делать если сосед принял меня за шаурму бегает за мной и пытается съесть, помогите мне",COT OBORMOT,1,"\u043b\u044e\u0434\u0438, \u0441\u043a\u0430\u0436\u0438\u0442\u0435 \u0447\u0442\u043e \u0434\u0435\u043b\u0430\u0442\u044c \u0435\u0441\u043b\u0438 \u0441\u043e\u0441\u0435\u0434 \u043f\u0440\u0438\u043d\u044f\u043b \u043c\u0435\u043d\u044f \u0437\u0430 \u0448\u0430\u0443\u0440\u043c\u0443 \u0431\u0435\u0433\u0430\u0435\u0442 \u0437\u0430 \u043c\u043d\u043e\u0439 \u0438 \u043f\u044b\u0442\u0430\u0435\u0442\u0441\u044f \u0441\u044a\u0435\u0441\u0442\u044c, \u043f\u043e\u043c\u043e\u0433\u0438\u0442\u0435 \u043c\u043d\u0435",https://steamcommunity.com/app/521890/discussions/0/4034725235918112386/
Modkit key item help,NotANumber,4,"I'm trying to make a level where there's doors with locks on them but the only item's that comes up when I search \""key\"" is all the locks and a item called key universal there are no specifically colored keys and i don't know how to match a key to a door. If you know how to match keys to doors please comment how below.",https://steamcommunity.com/app/521890/discussions/0/3115898713377334837/
"""Steam Upload"" missing from Hello Neighbor Mod Kit",Skelter,1,"In the Mod Kit, we packaged up a mod but then realised there is no \""Steam Upload\"" button on the toolbar anymore.  This was on PC and a laptop with version 4.20-3\n\nThanks.",https://steamcommunity.com/app/521890/discussions/0/4034725235918384194/
